Data,ABEV3,ASAI3,EMBJ3,MGLU3,VALE3
2021-05-07,16.21,88.97,16.99,19.89,115.45
2021-05-10,16.5,88.19,16.57,19.2,114.69
2021-05-11,16.87,87.0,16.44,19.32,118.72
2021-05-12,16.87,84.58,15.57,18.59,114.33
2021-05-13,16.88,86.19,15.53,19.13,112.49
2021-05-14,17.18,86.68,15.99,19.15,110.56
2021-05-17,17.4,85.74,16.1,18.86,113.46
2021-05-18,17.42,84.24,16.42,18.97,114.6
2021-05-19,17.56,83.02,15.89,18.68,112.25
2021-05-20,17.54,84.09,16.15,18.74,111.11
2021-05-21,17.61,86.2,16.66,18.53,109.4
2021-05-24,17.63,89.21,17.05,20.0,109.78
2021-05-25,17.61,88.56,17.27,20.02,107.05
2021-05-26,17.47,88.86,16.85,19.67,110.2
2021-05-27,17.69,88.9,17.87,19.59,110.99
2021-05-28,17.85,89.09,17.43,20.25,111.59
2021-05-31,17.95,89.45,17.28,20.16,114.78
2021-06-01,18.77,89.0,17.98,20.35,113.2
2021-06-02,19.37,87.94,17.82,20.5,114.8
2021-06-03,,,,,
2021-06-04,19.38,87.97,17.26,20.85,112.9
2021-06-07,19.6,86.74,17.48,20.8,111.8
2021-06-08,19.59,84.35,17.55,21.05,109.92
2021-06-09,19.31,84.78,17.3,20.27,112.2
2021-06-10,19.33,85.09,19.95,20.28,111.79
2021-06-11,18.94,84.29,21.02,20.38,114.34
2021-06-14,19.48,84.0,21.07,20.59,113.72
2021-06-15,19.13,83.18,21.38,20.89,111.5
2021-06-16,19.09,83.39,20.44,20.31,108.15
2021-06-17,19.01,83.8,20.23,21.31,105.9
2021-06-18,18.76,85.01,20.0,21.07,109.09
2021-06-21,18.73,86.46,20.35,21.27,110.11
2021-06-22,18.29,86.4,20.08,20.97,111.4
2021-06-23,17.99,86.0,19.66,20.58,113.07
2021-06-24,17.95,87.31,19.61,21.65,111.03
2021-06-25,16.95,84.89,19.1,21.39,112.4
2021-06-28,17.5,85.88,18.99,21.53,110.6
2021-06-29,17.29,86.14,18.61,21.67,112.51
2021-06-30,17.07,86.54,18.87,21.15,113.25
2021-07-01,17.2,85.8,18.74,20.69,111.28
2021-07-02,17.43,86.0,18.95,21.64,113.58
2021-07-05,17.94,86.1,18.98,21.38,113.17
2021-07-06,17.55,85.7,18.69,21.07,113.77
2021-07-07,17.77,86.25,18.69,22.01,114.1
2021-07-08,17.36,86.2,18.21,21.92,113.66
2021-07-09,,,,,
2021-07-12,17.66,86.55,19.7,22.1,115.07
2021-07-13,17.8,88.05,19.12,22.49,115.75
2021-07-14,17.91,87.71,18.63,22.93,115.12
2021-07-15,17.62,86.28,18.27,23.72,115.48
2021-07-16,17.43,87.44,17.54,23.9,113.4
2021-07-19,17.01,87.35,17.3,23.12,112.16
2021-07-20,17.03,86.6,18.32,23.37,113.1
2021-07-21,17.2,87.05,18.87,23.36,114.4
2021-07-22,17.03,87.3,18.7,23.25,114.7
2021-07-23,16.75,87.5,18.51,22.6,114.12
2021-07-26,17.09,90.2,19.16,22.04,116.6
2021-07-27,16.92,89.0,18.92,21.45,114.18
2021-07-28,17.33,88.08,19.37,21.53,117.3
2021-07-29,17.13,87.2,19.42,21.72,115.57
2021-07-30,16.64,86.68,18.59,20.6,108.76
2021-08-02,16.86,86.66,18.89,20.63,108.93
2021-08-03,17.07,86.7,18.92,20.43,112.64
2021-08-04,16.63,87.08,18.32,19.96,112.52
2021-08-05,16.62,87.0,18.62,20.46,109.08
2021-08-06,17.1,87.8,19.23,20.68,109.7
2021-08-09,17.16,90.84,18.98,20.49,109.01
2021-08-10,16.71,92.05,19.6,20.4,110.06
2021-08-11,16.57,90.26,19.93,20.91,109.27
2021-08-12,16.58,17.75,19.38,20.97,109.2
2021-08-13,16.65,17.74,20.79,20.27,108.3
2021-08-16,16.4,17.25,19.45,19.42,108.8
2021-08-17,16.32,16.96,18.16,19.31,107.0
2021-08-18,16.47,16.66,18.83,18.84,103.41
2021-08-19,17.19,17.48,19.56,18.95,97.51
2021-08-20,17.54,17.78,19.87,18.86,97.55
2021-08-23,17.36,17.51,20.92,18.13,96.2
2021-08-24,17.59,17.74,22.62,19.24,99.71
2021-08-25,17.58,17.85,23.34,19.55,99.5
2021-08-26,17.11,17.37,23.12,18.8,98.23
2021-08-27,17.04,17.4,23.68,19.03,100.69
2021-08-30,17.18,17.16,23.15,18.88,100.05
2021-08-31,17.1,16.81,23.42,18.24,98.68
2021-09-01,17.26,17.03,22.93,18.68,98.85
2021-09-02,16.52,17.54,22.78,18.01,98.54
2021-09-03,16.56,18.16,21.76,18.9,98.61
2021-09-06,17.19,18.35,21.55,19.48,97.06
2021-09-07,,,,,
2021-09-08,16.21,17.91,21.07,18.79,95.04
2021-09-09,16.31,18.2,21.63,18.85,94.7
2021-09-10,16.1,18.18,21.18,17.18,94.81
2021-09-13,16.35,18.67,21.87,17.44,94.76
2021-09-14,16.44,18.33,21.33,17.03,94.09
2021-09-15,16.02,18.59,21.44,16.62,91.74
2021-09-16,16.13,19.16,21.25,16.37,87.93
2021-09-17,15.74,19.0,20.88,16.57,86.15
2021-09-20,15.61,18.82,20.36,16.05,83.31
2021-09-21,15.66,19.49,20.21,16.39,84.12
2021-09-22,15.72,19.29,21.3,16.34,87.11
2021-09-23,15.88,19.19,23.89,15.87,78.91
2021-09-24,15.84,18.98,23.86,15.63,77.69
2021-09-27,15.83,19.25,23.53,15.01,78.8
2021-09-28,15.44,19.18,23.07,14.18,74.85
2021-09-29,15.49,18.97,23.57,13.94,75.8
2021-09-30,15.3,19.04,23.13,14.34,76.24
2021-10-01,15.27,19.36,24.27,14.55,76.2
2021-10-04,15.04,19.32,24.05,13.71,75.49
2021-10-05,15.18,19.22,22.96,13.68,74.95
2021-10-06,15.1,19.12,23.38,14.46,77.06
2021-10-07,15.08,18.92,24.09,14.03,79.36
2021-10-08,15.36,18.3,24.75,14.97,79.85
2021-10-11,15.24,17.4,25.96,14.38,81.62
2021-10-12,,,,,
2021-10-13,15.51,17.92,25.9,14.5,79.2
2021-10-14,15.49,17.86,26.05,14.17,79.2
2021-10-15,15.53,17.54,25.68,14.56,80.68
2021-10-18,15.62,16.96,25.66,14.28,79.92
2021-10-19,15.14,16.55,24.94,13.73,79.0
2021-10-20,15.35,16.77,24.65,13.25,76.41
2021-10-21,15.14,16.43,24.13,12.41,75.16
2021-10-22,15.0,16.11,24.25,12.42,76.08
2021-10-25,15.27,16.13,24.12,12.34,77.0
2021-10-26,15.16,15.95,23.17,11.98,76.18
2021-10-27,15.22,15.64,22.49,11.6,74.45
2021-10-28,16.7,15.65,22.37,11.15,73.7
2021-10-29,16.99,15.29,21.93,10.81,71.61
2021-11-01,17.36,14.98,22.33,11.3,72.32
2021-11-02,,,,,
2021-11-03,17.83,15.43,22.35,11.55,66.83
2021-11-04,17.88,15.2,21.71,11.08,66.07
2021-11-05,17.9,15.24,23.11,12.44,64.11
2021-11-08,17.74,15.42,22.88,11.93,67.6
2021-11-09,17.89,15.5,23.37,13.13,65.94
2021-11-10,17.75,15.97,22.64,13.02,65.69
2021-11-11,17.61,15.9,22.99,13.65,68.01
2021-11-12,17.51,15.53,21.97,11.15,68.3
2021-11-15,,,,,
2021-11-16,17.51,14.84,21.5,9.74,66.33
2021-11-17,17.54,14.26,20.95,9.27,65.0
2021-11-18,17.6,13.98,21.06,8.99,62.33
2021-11-19,17.39,14.08,20.72,9.27,64.03
2021-11-22,17.32,13.79,20.37,8.84,67.59
2021-11-23,17.2,13.86,20.59,8.6,69.37
2021-11-24,17.1,13.72,20.6,8.82,70.98
2021-11-25,17.23,13.85,21.04,8.7,70.5
2021-11-26,16.69,13.36,19.27,8.06,68.64
2021-11-29,16.34,13.05,19.75,8.04,69.5
2021-11-30,16.06,12.75,19.14,7.8,69.95
2021-12-01,15.86,12.47,18.3,6.88,70.23
2021-12-02,16.01,12.45,19.36,6.76,73.49
2021-12-03,16.0,13.3,19.15,7.05,71.87
2021-12-06,16.08,13.75,20.23,7.3,75.77
2021-12-07,16.1,14.05,20.3,7.62,76.33
2021-12-08,16.08,14.39,21.3,6.81,75.76
2021-12-09,15.81,14.22,20.76,6.28,75.18
2021-12-10,15.95,14.56,21.42,6.37,75.65
2021-12-13,16.01,14.38,20.64,6.05,77.86
2021-12-14,16.17,14.4,20.63,5.74,77.85
2021-12-15,16.08,14.69,20.72,6.17,77.41
2021-12-16,16.1,14.54,20.57,6.4,80.44
2021-12-17,16.07,14.46,20.4,6.66,79.17
2021-12-20,15.42,14.1,19.91,6.33,78.28
2021-12-21,15.4,14.25,23.1,6.42,80.34
2021-12-22,15.39,14.16,23.6,6.16,79.92
2021-12-23,15.55,14.09,24.35,6.2,79.15
2021-12-24,,,,,
2021-12-27,15.53,13.64,24.44,6.78,78.95
2021-12-28,15.52,13.1,24.49,6.83,76.8
2021-12-29,15.45,12.84,24.42,6.76,77.25
2021-12-30,15.42,12.96,24.82,7.22,77.96
2021-12-31,,,,,
2022-01-03,15.33,12.72,25.24,6.72,78.0
2022-01-04,15.31,12.72,25.22,6.61,77.08
2022-01-05,15.01,11.99,23.72,6.42,77.81
2022-01-06,14.77,11.59,23.87,6.25,79.38
2022-01-07,14.53,11.36,24.07,6.22,84.0
2022-01-10,14.65,11.3,23.74,5.74,83.0
2022-01-11,14.68,11.45,23.48,5.87,84.58
2022-01-12,14.88,11.8,23.11,6.31,85.5
2022-01-13,14.99,12.02,22.14,6.09,84.2
2022-01-14,15.1,12.13,22.01,6.33,84.69
2022-01-17,14.8,12.01,21.55,6.12,84.25
2022-01-18,14.58,11.92,21.17,5.89,86.31
2022-01-19,14.54,12.03,20.58,6.31,88.21
2022-01-20,14.49,11.95,21.02,6.65,86.71
2022-01-21,14.69,12.02,20.53,6.9,84.91
2022-01-24,14.7,12.04,20.64,6.39,83.87
2022-01-25,15.07,12.3,20.76,6.72,84.06
2022-01-26,15.0,12.28,20.33,6.75,84.3
2022-01-27,15.4,12.55,20.07,7.22,84.49
2022-01-28,14.93,12.38,19.81,6.71,83.66
2022-01-31,14.97,12.53,20.31,7.0,80.87
2022-02-01,14.85,12.58,20.68,7.01,85.31
2022-02-02,14.52,12.5,19.99,6.51,85.79
2022-02-03,14.46,12.5,19.12,6.53,85.75
2022-02-04,14.41,12.9,18.97,6.33,87.98
2022-02-07,14.29,12.77,19.2,6.31,90.13
2022-02-08,14.16,12.51,19.37,6.54,91.39
2022-02-09,14.54,12.61,20.08,6.6,91.41
2022-02-10,14.75,12.68,19.94,6.94,93.87
2022-02-11,14.86,12.34,19.04,6.35,91.97
2022-02-14,15.06,12.33,18.87,6.48,91.57
2022-02-15,15.38,12.18,19.77,6.84,88.85
2022-02-16,15.08,13.05,20.06,6.82,89.5
2022-02-17,14.85,13.25,19.34,6.63,85.65
2022-02-18,14.77,12.7,19.16,6.36,85.83
2022-02-21,14.45,12.46,18.35,6.02,85.9
2022-02-22,14.71,13.1,17.5,6.07,87.39
2022-02-23,14.81,13.33,17.09,5.91,86.47
2022-02-24,14.84,13.54,17.45,6.12,87.54
2022-02-25,15.2,13.46,17.6,6.01,92.28
2022-02-28,,,,,
2022-03-01,,,,,
2022-03-02,14.52,13.27,17.76,6.31,99.65
2022-03-03,14.18,13.15,17.02,6.31,99.7
2022-03-04,13.93,12.71,16.43,6.29,101.97
2022-03-07,13.43,12.28,15.32,5.85,105.07
2022-03-08,13.44,12.3,15.6,6.05,100.46
2022-03-09,13.93,13.4,16.48,6.23,94.19
2022-03-10,13.38,13.31,14.02,5.96,97.3
2022-03-11,13.18,12.98,13.18,5.69,96.79
2022-03-14,13.32,13.1,13.14,5.33,91.6
2022-03-15,13.47,13.42,13.51,4.87,88.97
2022-03-16,13.78,13.6,14.29,5.13,91.13
2022-03-17,13.93,13.73,14.7,5.54,94.3
2022-03-18,14.25,14.22,15.08,5.82,96.09
2022-03-21,14.18,14.19,15.21,5.72,98.81
2022-03-22,14.38,14.74,15.34,5.81,96.6
2022-03-23,14.19,15.05,15.17,6.0,96.39
2022-03-24,14.2,15.31,15.35,6.6,96.91
2022-03-25,14.32,15.84,15.19,6.54,95.23
2022-03-28,14.74,16.24,15.09,6.47,95.34
2022-03-29,15.25,16.22,15.62,7.0,94.52
2022-03-30,15.17,16.17,15.25,6.87,95.87
2022-03-31,15.4,16.29,14.96,6.82,95.6
2022-04-01,15.39,16.48,15.06,7.35,96.96
2022-04-04,15.19,16.29,15.25,7.19,97.94
2022-04-05,15.07,16.17,14.41,6.91,95.11
2022-04-06,14.95,16.29,14.21,6.62,96.55
2022-04-07,15.06,16.1,14.12,6.56,97.13
2022-04-08,14.93,16.12,13.94,6.13,95.15
2022-04-11,15.2,16.0,13.79,6.08,94.0
2022-04-12,15.05,16.45,13.56,5.97,93.37
2022-04-13,14.83,16.5,13.9,6.03,93.4
2022-04-14,14.7,16.37,13.7,6.01,92.09
2022-04-15,,,,,
2022-04-18,14.71,16.03,13.52,5.89,90.57
2022-04-19,14.65,16.34,14.05,5.94,87.68
2022-04-20,14.73,16.59,13.91,5.61,85.4
2022-04-21,,,,,
2022-04-22,14.75,16.03,13.7,5.55,80.45
2022-04-25,15.12,16.01,14.03,5.44,79.08
2022-04-26,14.75,15.83,13.6,5.18,78.0
2022-04-27,14.68,15.89,13.48,5.1,82.17
2022-04-28,14.71,15.53,14.36,5.18,84.2
2022-04-29,14.52,15.28,14.21,4.88,83.29
2022-05-02,14.47,15.25,13.82,4.8,82.92
2022-05-03,14.24,15.18,14.17,4.6,82.5
2022-05-04,14.34,15.36,14.51,4.95,81.81
2022-05-05,13.73,15.02,14.49,4.42,80.33
2022-05-06,13.53,14.69,14.29,4.3,79.76
2022-05-09,13.69,14.76,13.15,3.91,76.49
2022-05-10,13.73,15.27,13.05,3.95,75.54
2022-05-11,13.95,15.16,12.97,3.93,78.69
2022-05-12,14.48,15.24,13.36,4.18,77.9
2022-05-13,14.54,15.48,13.86,4.38,77.81
2022-05-16,14.69,15.37,13.44,4.45,80.14
2022-05-17,14.73,15.83,13.82,3.94,79.8
2022-05-18,14.22,15.4,13.02,3.72,77.78
2022-05-19,14.14,15.45,12.92,3.73,79.85
2022-05-20,14.02,15.96,12.68,3.67,81.26
2022-05-23,14.08,15.87,12.83,3.7,82.92
2022-05-24,14.13,15.9,12.11,3.71,84.04
2022-05-25,14.04,15.72,12.13,3.71,84.3
2022-05-26,14.21,16.09,12.5,4.07,84.25
2022-05-27,14.21,15.8,12.68,4.0,85.72
2022-05-30,14.09,15.85,12.59,3.84,86.65
2022-05-31,14.19,15.84,12.74,3.72,86.21
2022-06-01,14.12,15.42,12.84,3.71,88.24
2022-06-02,14.12,15.89,13.31,3.8,89.9
2022-06-03,14.08,15.45,12.98,3.59,88.46
2022-06-06,14.05,15.47,13.13,3.4,88.55
2022-06-07,13.73,15.7,13.12,3.29,90.62
2022-06-08,13.76,15.94,13.02,3.22,87.5
2022-06-09,13.61,15.6,12.78,3.01,84.54
2022-06-10,13.59,15.04,12.05,2.9,84.56
2022-06-13,13.33,14.57,11.35,2.67,81.88
2022-06-14,13.15,14.59,11.29,2.54,81.72
2022-06-15,13.06,15.48,11.58,2.55,81.67
2022-06-16,,,,,
2022-06-17,13.03,15.51,11.58,2.38,77.41
2022-06-20,13.05,15.9,11.32,2.58,75.5
2022-06-21,13.17,15.41,11.67,2.51,76.0
2022-06-22,13.3,14.99,11.85,2.44,75.35
2022-06-23,13.33,15.28,12.16,2.55,72.6
2022-06-24,13.67,14.97,12.5,2.47,74.62
2022-06-27,13.72,14.7,12.25,2.43,78.05
2022-06-28,13.52,14.62,12.09,2.38,79.45
2022-06-29,13.61,14.38,11.81,2.41,78.79
2022-06-30,13.4,14.27,11.44,2.34,76.56
2022-07-01,13.76,14.6,11.84,2.2,75.1
2022-07-04,13.68,14.4,11.67,2.13,74.67
2022-07-05,14.09,14.71,11.55,2.38,74.3
2022-07-06,14.23,14.9,11.49,2.5,75.0
2022-07-07,14.23,15.13,11.68,2.56,77.18
2022-07-08,14.31,15.28,11.47,2.62,75.4
2022-07-11,14.1,15.35,10.87,2.63,72.83
2022-07-12,13.79,15.24,11.25,2.93,73.05
2022-07-13,14.57,15.34,11.19,2.83,72.8
2022-07-14,14.84,15.32,11.2,2.91,67.95
2022-07-15,14.59,15.58,11.16,2.78,68.37
2022-07-18,14.49,15.44,11.3,2.77,68.73
2022-07-19,14.48,15.49,12.17,2.79,68.88
2022-07-20,14.3,15.39,12.15,3.07,67.39
2022-07-21,14.56,15.41,11.98,3.01,68.57
2022-07-22,14.51,15.65,11.87,2.86,69.21
2022-07-25,14.68,15.5,11.79,2.79,70.49
2022-07-26,14.82,15.52,11.6,2.61,70.36
2022-07-27,14.98,16.36,11.93,2.7,70.52
2022-07-28,15.1,16.19,11.8,2.72,70.69
2022-07-29,14.93,15.85,11.75,2.58,69.75
2022-08-01,14.63,15.63,12.03,2.72,68.08
2022-08-02,14.71,15.67,12.12,2.71,70.25
2022-08-03,14.63,16.56,12.59,2.93,67.52
2022-08-04,14.68,16.83,13.28,3.34,67.13
2022-08-05,14.6,17.03,13.36,3.16,68.0
2022-08-08,14.8,17.32,13.73,3.27,68.58
2022-08-09,14.74,17.25,13.68,3.08,70.0
2022-08-10,15.16,17.54,14.19,3.29,70.05
2022-08-11,15.13,17.64,14.3,3.04,72.49
2022-08-12,15.21,18.0,14.69,3.58,69.8
2022-08-15,15.42,18.2,14.95,4.04,68.3
2022-08-16,15.5,18.09,15.18,4.15,69.95
2022-08-17,15.55,17.93,15.1,4.02,68.23
2022-08-18,16.0,18.12,15.28,4.03,67.72
2022-08-19,15.66,17.78,14.58,3.78,66.96
2022-08-22,15.42,18.02,13.9,3.82,65.98
2022-08-23,15.44,17.86,14.01,4.15,70.21
2022-08-24,15.8,17.8,14.33,4.5,67.95
2022-08-25,15.82,17.95,14.73,4.68,69.27
2022-08-26,15.67,17.95,14.52,4.58,68.23
2022-08-29,15.61,18.36,14.38,4.52,66.91
2022-08-30,15.39,18.3,14.27,4.51,64.97
2022-08-31,15.27,18.39,13.82,4.27,64.5
2022-09-01,15.43,18.77,13.49,4.37,63.89
2022-09-02,15.48,18.9,13.35,4.26,62.92
2022-09-05,15.55,19.45,13.14,4.32,65.22
2022-09-06,15.56,19.47,13.05,4.0,63.67
2022-09-07,,,,,
2022-09-08,15.5,19.1,13.5,4.29,64.51
2022-09-09,15.72,18.85,13.62,4.38,69.55
2022-09-12,15.71,18.5,13.61,4.78,70.15
2022-09-13,15.59,18.15,13.13,4.7,68.25
2022-09-14,15.38,18.38,13.14,4.47,67.0
2022-09-15,15.3,18.29,13.61,4.34,68.35
2022-09-16,15.27,17.9,13.25,4.46,68.25
2022-09-19,15.47,18.13,13.48,4.56,70.46
2022-09-20,15.76,18.27,13.99,4.46,69.45
2022-09-21,15.55,18.3,13.68,4.75,68.45
2022-09-22,15.67,18.02,13.68,4.6,70.02
2022-09-23,15.37,17.79,12.66,4.63,68.57
2022-09-26,15.27,17.74,12.47,4.34,68.0
2022-09-27,15.44,17.78,12.59,4.18,67.7
2022-09-28,15.72,17.95,12.84,4.33,68.34
2022-09-29,15.61,17.95,11.95,4.05,68.43
2022-09-30,15.54,17.55,11.65,4.48,72.04
2022-10-03,16.3,18.43,12.15,4.91,74.0
2022-10-04,16.24,18.08,12.64,5.09,75.79
2022-10-05,16.12,18.12,12.61,5.12,76.96
2022-10-06,16.03,18.11,12.86,5.37,75.55
2022-10-07,15.42,18.16,12.36,5.31,75.51
2022-10-10,15.2,18.79,12.54,5.32,73.99
2022-10-11,14.99,19.02,12.18,5.17,73.49
2022-10-12,,,,,
2022-10-13,15.01,19.47,11.59,4.92,72.18
2022-10-14,14.83,19.09,11.4,4.37,69.83
2022-10-17,14.92,19.74,12.15,4.37,70.67
2022-10-18,14.9,17.92,12.53,4.32,71.96
2022-10-19,14.89,18.35,12.35,4.19,71.11
2022-10-20,15.04,18.01,12.35,4.09,72.02
2022-10-21,15.31,18.6,12.53,4.15,74.13
2022-10-24,15.18,18.69,12.62,4.08,71.93
2022-10-25,14.91,17.69,13.15,4.29,71.93
2022-10-26,15.1,17.08,12.77,3.91,73.53
2022-10-27,15.56,18.14,12.9,4.22,70.91
2022-10-28,15.77,18.81,13.13,4.38,67.45
2022-10-31,16.0,19.82,13.75,4.47,67.13
2022-11-01,15.79,19.89,13.72,4.56,69.17
2022-11-02,,,,,
2022-11-03,16.02,20.37,13.59,4.87,67.15
2022-11-04,16.45,20.55,13.54,4.83,72.25
2022-11-07,16.36,20.26,13.33,4.54,71.87
2022-11-08,16.74,19.96,13.35,4.63,74.05
2022-11-09,16.48,20.4,13.35,4.47,73.15
2022-11-10,15.99,19.52,13.45,3.98,74.55
2022-11-11,16.09,19.35,13.93,3.46,82.3
2022-11-14,15.95,19.6,13.08,3.62,83.31
2022-11-15,,,,,
2022-11-16,15.44,19.64,14.38,3.33,82.44
2022-11-17,15.4,19.5,13.89,3.39,83.1
2022-11-18,15.62,19.15,14.2,3.15,80.83
2022-11-21,15.67,19.71,14.36,3.38,79.92
2022-11-22,15.66,19.47,14.29,3.34,80.14
2022-11-23,15.72,19.35,14.18,3.38,80.93
2022-11-24,16.04,19.81,14.5,3.6,81.45
2022-11-25,15.77,19.21,14.31,3.42,80.9
2022-11-28,15.91,19.32,14.02,3.32,81.3
2022-11-29,15.76,19.4,13.51,3.36,84.44
2022-11-30,15.92,20.05,13.55,3.41,85.71
2022-12-01,16.08,19.68,13.86,3.1,86.18
2022-12-02,16.33,20.54,13.98,3.24,86.8
2022-12-05,16.02,20.38,13.54,3.08,86.71
2022-12-06,16.05,19.96,13.63,3.12,87.97
2022-12-07,16.0,20.1,13.54,2.94,84.84
2022-12-08,15.7,19.34,13.25,2.84,85.88
2022-12-09,15.51,19.28,13.11,2.8,88.74
2022-12-12,15.24,18.95,13.34,2.8,86.09
2022-12-13,15.28,18.63,13.38,2.8,86.16
2022-12-14,15.13,19.07,13.89,2.63,86.89
2022-12-15,15.0,19.12,13.52,2.6,87.17
2022-12-16,14.85,18.71,13.55,2.37,85.68
2022-12-19,15.23,19.55,13.58,2.61,85.37
2022-12-20,14.52,20.0,13.99,2.82,85.75
2022-12-21,14.35,20.18,14.06,2.61,86.24
2022-12-22,14.42,20.12,14.03,2.6,85.75
2022-12-23,14.62,20.02,14.11,2.68,86.32
2022-12-26,14.52,19.93,14.02,2.66,87.11
2022-12-27,14.52,19.3,13.96,2.52,89.19
2022-12-28,14.55,19.43,14.2,2.69,88.99
2022-12-29,14.52,19.47,14.31,2.74,88.88
2022-12-30,,,,,
2023-01-02,14.19,18.99,14.3,2.59,89.4
2023-01-03,14.17,18.61,14.57,2.54,89.24
2023-01-04,14.25,19.08,14.97,2.55,89.4
2023-01-05,14.29,18.98,14.8,2.66,90.9
2023-01-06,14.32,19.04,14.55,2.76,92.34
2023-01-09,14.4,19.23,14.81,2.83,92.44
2023-01-10,14.54,19.24,15.09,3.05,93.58
2023-01-11,14.29,19.76,15.59,3.03,93.25
2023-01-12,14.1,20.0,15.71,3.19,93.74
2023-01-13,13.88,19.96,15.75,3.43,93.82
2023-01-16,13.2,20.06,16.37,3.85,92.25
2023-01-17,13.86,20.06,16.36,3.79,92.13
2023-01-18,13.78,20.41,16.3,3.56,93.34
2023-01-19,13.64,20.18,16.37,3.81,93.74
2023-01-20,13.53,20.0,16.22,3.82,93.99
2023-01-23,13.42,20.27,16.32,4.04,94.3
2023-01-24,13.61,21.05,16.79,4.39,95.3
2023-01-25,13.71,21.11,16.79,4.35,96.2
2023-01-26,13.74,21.0,16.68,4.28,98.0
2023-01-27,13.65,21.02,16.36,4.53,95.32
2023-01-30,13.53,20.78,16.34,4.36,94.98
2023-01-31,13.66,19.65,16.35,4.43,94.51
2023-02-01,13.18,19.63,16.32,4.29,93.46
2023-02-02,13.11,19.52,16.52,4.34,89.14
2023-02-03,12.98,19.12,16.47,4.27,88.95
2023-02-06,13.02,19.22,16.46,4.13,87.84
2023-02-07,12.96,18.85,16.97,4.05,88.42
2023-02-08,13.19,18.76,16.64,4.22,88.72
2023-02-09,13.02,18.52,16.25,4.11,88.39
2023-02-10,12.86,18.63,16.12,3.99,86.8
2023-02-13,13.13,18.67,16.0,4.13,86.71
2023-02-14,13.0,18.45,16.24,4.06,87.1
2023-02-15,13.23,19.22,16.42,3.89,89.0
2023-02-16,13.08,19.01,16.24,3.81,89.19
2023-02-17,13.2,19.12,16.56,3.66,88.03
2023-02-20,,,,,
2023-02-21,,,,,
2023-02-22,13.21,18.83,16.1,3.52,87.36
2023-02-23,13.25,18.77,16.07,3.56,86.95
2023-02-24,13.32,18.69,16.08,3.61,85.04
2023-02-27,13.4,18.39,16.08,3.65,85.04
2023-02-28,13.39,18.14,16.59,3.59,85.32
2023-03-01,13.47,17.64,16.89,3.23,89.2
2023-03-02,13.13,17.5,17.38,3.15,89.0
2023-03-03,13.11,17.53,17.95,3.02,89.3
2023-03-06,13.5,17.65,18.0,3.19,86.15
2023-03-07,13.43,17.75,18.23,3.22,85.33
2023-03-08,13.62,18.04,18.15,3.43,86.11
2023-03-09,13.6,17.87,17.98,3.39,84.98
2023-03-10,13.51,16.87,19.0,3.4,84.7
2023-03-13,13.61,16.69,18.8,3.72,85.05
2023-03-14,13.95,16.56,19.53,3.73,83.98
2023-03-15,14.02,16.74,19.51,3.81,81.45
2023-03-16,14.26,16.25,19.99,3.89,81.75
2023-03-17,14.22,15.92,20.17,3.78,82.73
2023-03-20,14.12,16.05,19.95,3.71,83.41
2023-03-21,13.95,16.13,20.28,3.7,82.71
2023-03-22,13.95,15.21,20.18,3.59,81.68
2023-03-23,13.78,15.25,20.54,3.11,79.58
2023-03-24,13.89,14.95,20.5,3.23,78.67
2023-03-27,13.93,15.18,20.45,3.34,78.54
2023-03-28,14.59,15.36,20.59,3.38,79.37
2023-03-29,14.81,15.43,21.05,3.35,80.51
2023-03-30,14.82,15.97,20.98,3.44,81.82
2023-03-31,14.33,15.54,20.79,3.31,80.29
2023-04-03,14.33,14.77,20.66,3.31,80.31
2023-04-04,14.43,14.67,20.81,3.22,78.04
2023-04-05,14.4,13.97,19.72,3.28,76.89
2023-04-06,14.43,13.63,19.65,3.37,76.75
2023-04-07,,,,,
2023-04-10,14.46,13.92,19.88,3.35,78.23
2023-04-11,14.78,14.71,20.5,3.78,82.36
2023-04-12,14.76,14.44,20.21,3.88,80.6
2023-04-13,14.59,13.75,20.27,3.86,79.51
2023-04-14,14.65,13.22,20.47,3.74,78.81
2023-04-17,14.75,13.27,20.43,3.66,77.87
2023-04-18,14.63,13.16,20.59,3.54,78.54
2023-04-19,14.58,12.89,20.76,3.25,76.25
2023-04-20,14.6,13.0,20.25,3.3,74.66
2023-04-21,,,,,
2023-04-24,14.34,12.9,20.19,3.39,71.96
2023-04-25,14.29,12.48,19.82,3.28,70.0
2023-04-26,14.21,12.59,19.66,3.11,70.27
2023-04-27,14.16,12.3,19.19,3.2,71.76
2023-04-28,14.16,12.29,19.42,3.34,72.4
2023-05-01,,,,,
2023-05-02,14.26,11.84,19.22,3.24,69.54
2023-05-03,14.58,11.47,18.74,3.34,69.0
2023-05-04,14.63,11.48,16.92,3.57,66.86
2023-05-05,14.49,10.5,16.5,3.81,69.04
2023-05-08,14.51,11.19,16.4,3.87,69.97
2023-05-09,14.5,11.62,16.45,4.14,70.69
2023-05-10,14.4,11.7,16.81,4.29,69.36
2023-05-11,14.5,11.68,17.08,4.35,68.01
2023-05-12,14.45,11.56,17.55,4.31,68.08
2023-05-15,14.62,11.73,17.65,4.38,69.06
2023-05-16,14.6,11.15,17.85,3.38,67.64
2023-05-17,14.56,11.19,18.1,3.36,69.88
2023-05-18,14.55,11.3,18.08,3.54,69.98
