Data,ABEV3,ASAI3,EMBJ3,MGLU3,VALE3
2023-02-24,11.04720233,18.040135619,15.932274626,33.167869835,63.368043578
2023-02-27,11.113551893,17.750566829,15.932274626,33.535380858,63.368043578
2023-02-28,11.105258198,17.509259504,16.437589306,32.984114323,63.576687183
2023-03-01,11.171607761,17.026644854,16.734833236,29.676515115,66.467891429
2023-03-02,10.889622116,16.891512752,17.220331654,28.941493069,66.318860283
2023-03-03,10.873034725,16.920469631,17.78509512,27.747082244,66.542407003
2023-03-06,11.196488848,17.036297147,17.834635775,29.309004092,64.195166442
2023-03-07,11.13843298,17.132820077,18.062522788,29.584637359,63.58413874
2023-03-08,11.296013193,17.412736574,17.98325774,31.514070231,64.165360213
2023-03-09,11.279425802,17.248647593,17.814819513,31.146559208,63.323334234
2023-03-10,11.204782543,16.283418293,18.825448874,31.238436963,63.114690628
2023-03-13,11.287719498,16.109677019,18.627286254,34.178525148,63.375495135
2023-03-14,11.569705143,15.984197209,19.350579816,34.270402904,63.95245789
2023-03-15,11.627761011,16.157938484,19.330763554,35.00542495,62.02581204
2023-03-16,11.826809701,15.684976126,19.806353842,35.740446996,62.25426807
2023-03-17,11.79363492,15.366450457,19.984700199,34.729791683,63.000557767
2023-03-20,11.710697965,15.491930266,19.766721318,34.086647392,63.518391434
2023-03-21,11.569705143,15.56914861,20.09368964,33.994769637,62.985327365
2023-03-22,11.569705143,14.681137654,19.99460833,32.984114323,62.200961663
2023-03-23,11.42871232,14.719746826,20.351301046,28.573982046,60.601769456
2023-03-24,11.51994297,14.430178036,20.311668522,29.676515115,59.908786166
2023-03-27,11.553117752,14.652180775,20.262127867,30.687170429,59.809788553
2023-03-28,12.100501651,14.825922049,20.400841701,31.054681452,60.441850235
2023-03-29,12.282962951,14.8934881,20.856615726,30.779048184,61.309983148
2023-03-30,12.291256646,15.414711922,20.787258809,31.605947986,62.307574477
2023-03-31,11.884865569,14.999663323,20.599004321,30.411537161,61.142448726
2023-04-03,11.884865569,14.256436762,20.470198618,30.411537161,61.157679128
2023-04-04,11.967802524,14.159913832,20.618820582,29.584637359,59.429028504
2023-04-05,11.942921438,13.484253322,19.538834305,30.135903894,58.55328039
2023-04-06,11.967802524,13.15607536,19.469477388,30.962803696,58.446667576
2023-04-07,,,,,
2023-04-10,11.99268361,13.435991857,19.697364401,30.779048184,59.573717322
2023-04-11,12.258081864,14.198523004,20.311668522,34.729791683,62.71879533
2023-04-12,12.241494474,13.937911093,20.024332723,35.648569241,61.378519956
2023-04-13,12.100501651,13.271902876,20.083781509,35.464813729,60.548463049
2023-04-14,12.150263824,12.760331347,20.281944129,34.36228066,60.01539898
2023-04-17,12.233200778,12.808592812,20.242311605,33.627258614,59.299570087
2023-04-18,12.133676433,12.702417589,20.400841701,32.524725544,59.809788553
2023-04-19,12.092207956,12.441805678,20.569279928,29.860270627,58.065907527
2023-04-20,12.108795346,12.547980901,20.063965247,30.319659406,56.85509057
2023-04-21,,,,,
2023-04-24,11.893159265,12.451457971,20.004516461,31.146559208,54.798986304
2023-04-25,11.851690788,12.046061665,19.637915615,30.135903894,53.30640691
2023-04-26,11.785341224,12.152236888,19.479385519,28.573982046,53.512017337
2023-04-27,11.743872747,11.872320391,19.013703363,29.400881848,54.646682284
2023-04-28,11.743872747,11.911105181,19.241590375,30.687170429,55.134055147
2023-05-01,,,,,
2023-05-02,11.826809701,11.474978466,19.043427756,29.768392871,52.956107665
2023-05-03,12.092207956,11.116385389,18.567837468,30.687170429,52.544886811
2023-05-04,12.133676433,11.126077094,16.764557629,32.800358812,50.9152338
2023-05-05,12.017564697,10.176290025,16.348416127,35.00542495,52.575347615
2023-05-08,12.034152087,10.845017655,16.249334818,35.556691485,53.283561307
2023-05-09,12.025858392,11.261760961,16.298875472,38.037390891,53.831855778
2023-05-10,11.942921438,11.339294599,16.655568188,39.415557227,52.819034047
2023-05-11,12.025858392,11.319911189,16.923087725,39.966823762,51.790981914
2023-05-12,11.984389915,11.203610732,17.388769881,39.599312739,51.84428832
2023-05-15,12.125382737,11.368369713,17.487851191,40.242457029,52.590578017
2023-05-16,12.108795346,10.806250836,17.686013811,31.054681452,51.509219477
2023-05-17,12.075620565,10.845017655,17.933717085,30.87092594,53.215024498
2023-05-18,12.067326869,10.951626408,17.913900823,32.524725544,53.291176508
2023-05-19,12.092207956,11.455595056,17.854452037,33.443503102,52.704806032
2023-05-22,12.125382737,11.639737447,17.864360168,34.913547194,51.859518722
2023-05-23,12.100501651,11.213302437,17.596840632,33.627258614,50.686777771
2023-05-24,12.158557519,10.864401064,17.230239785,33.351625346,49.536882421
2023-05-25,12.224907083,11.271452665,17.913900823,34.546036171,49.384578402
2023-05-26,12.241494474,11.048543455,18.310226063,35.097302706,50.511628148
2023-05-29,12.241494474,11.164843913,18.637194385,34.821669439,50.130868098
2023-05-30,12.009271001,10.874092769,18.706551302,34.270402904,48.950511945
2023-05-31,11.951215133,10.418582644,18.845265136,34.913547194,48.592597499
2023-06-01,11.81022231,10.670566969,19.281222899,37.302368844,49.620649632
2023-06-02,11.99268361,11.145460503,19.310947292,35.556691485,51.737675507
2023-06-05,11.951215133,10.815942541,19.271314768,35.740446996,51.311224251
2023-06-06,12.291256646,12.405382125,19.370396078,36.659224554,51.478758673
2023-06-07,12.316137733,12.385998716,19.063244018,35.648569241,52.293585179
2023-06-08,,,,,
2023-06-09,12.5566549,12.560449402,19.330763554,36.475469043,52.057513948
2023-06-12,12.573242291,13.297018966,19.48929365,36.383591287,51.113229026
2023-06-13,12.664472941,12.793050317,19.89552702,34.546036171,51.653908296
2023-06-14,12.714235114,13.277635556,20.212587212,35.00542495,52.560117213
2023-06-15,12.598123378,13.665303748,20.361209177,34.454158415,52.971338067
2023-06-16,12.498599032,13.093493165,19.945067675,34.086647392,53.055105278
2023-06-19,12.531773814,12.841508841,20.014424592,34.270402904,52.849494851
2023-06-20,12.5566549,12.919042479,19.08306028,33.811014125,51.486373874
2023-06-21,12.672766637,12.986884413,17.666197549,34.546036171,50.968540207
2023-06-22,12.896696414,12.948117593,17.111342213,32.800358812,50.694392971
2023-06-23,12.846934241,13.859137843,17.150974737,32.892236567,50.184174505
2023-06-26,12.722528809,13.471469652,16.903271463,31.238436963,50.290787319
2023-06-27,12.755703591,12.686441564,17.269872309,31.054681452,50.892388197
2023-06-28,12.623004464,12.667058155,18.012982133,30.779048184,49.285580789
2023-06-29,12.623004464,12.938425889,18.260685408,31.697825742,49.887181667
2023-06-30,12.780584677,13.32609408,18.369674849,30.962803696,48.904820739
2023-07-03,12.780584677,13.200101918,18.230961015,31.605947986,50.435476138
2023-07-04,12.5566549,13.190410213,18.131879705,30.962803696,50.184174505
2023-07-05,12.614710768,13.297018966,18.577745599,31.330314719,49.742492848
2023-07-06,12.299550342,13.171026803,18.429123635,28.941493069,49.384578402
2023-07-07,12.316137733,13.5683867,18.062522788,29.217126336,49.849105662
2023-07-10,12.44883686,13.287327261,17.963441478,28.022715511,49.087585563
2023-07-11,12.133676433,13.015959527,17.814819513,28.114593267,50.702008172
2023-07-12,12.183438605,12.889967365,17.557208108,27.379571221,51.059922619
2023-07-13,12.241494474,12.599216221,17.795003251,27.747082244,52.247893973
2023-07-14,12.224907083,12.182472915,17.289688571,27.103937954,52.247893973
2023-07-17,12.291256646,12.424765535,17.339229226,27.195815709,51.669138698
2023-07-18,12.166851215,12.075864163,17.160882868,27.195815709,51.341685055
2023-07-19,12.133676433,11.76572961,17.230239785,27.012060198,51.204611438
2023-07-20,12.374193601,11.814188133,17.022169034,26.644549175,51.318839452
2023-07-21,12.689354027,12.153397801,17.448218667,27.747082244,51.631062693
2023-07-24,12.540067509,12.385998716,18.211144753,27.655204488,53.192178895
2023-07-25,12.46542425,12.279389963,18.052614657,28.206471023,54.837062308
2023-07-26,12.423955773,12.473224059,18.032798395,28.390226534,54.646682284
2023-07-27,12.191732301,13.08380146,17.963441478,29.125248581,53.626245352
2023-07-28,12.407368382,12.793050317,18.201236622,29.125248581,51.501604276
2023-07-31,12.324431428,13.054726346,18.339950456,30.779048184,52.666730027
2023-08-01,12.415662078,13.229177032,18.577745599,31.514070231,51.935670732
2023-08-02,12.482011641,13.229177032,18.498480551,30.595292673,51.090383423
2023-08-03,12.133676433,13.374552604,18.250777277,29.033370825,51.410221864
2023-08-04,12.200025996,13.267943851,17.339229226,28.114593267,51.448297869
2023-08-07,12.17514491,13.442394538,17.715738203,27.655204488,51.707214703
2023-08-08,12.025858392,13.684687157,17.864360168,27.471448977,51.372145859
2023-08-09,11.926334047,13.355169194,17.864360168,27.287693465,50.907618599
2023-08-10,11.918040351,13.374552604,17.864360168,26.185160396,50.306017721
2023-08-11,11.909746656,13.08380146,18.290409801,26.460793663,49.887181667
2023-08-14,11.884865569,12.744591793,18.052614657,26.09328264,48.560187693
2023-08-15,11.777047529,12.705824974,18.052614657,25.45013835,48.081646263
2023-08-16,11.760460138,12.599216221,18.042706526,27.287693465,47.893367668
2023-08-17,11.79363492,12.608907926,18.230961015,25.909527128,48.568032634
2023-08-18,11.909746656,13.015959527,18.518296813,27.563326732,48.026731673
2023-08-21,11.868278179,12.686441564,18.557929337,28.022715511,48.01104179
2023-08-22,11.959508828,12.570141107,18.954254577,27.930837755,49.093643713
2023-08-23,11.984389915,12.65736645,19.182141589,28.114593267,49.45451102
2023-08-24,11.768753833,12.444148945,18.528204944,27.747082244,48.795535937
2023-08-25,11.602879924,11.98863882,18.320134194,26.828304686,48.693551698
2023-08-28,11.785341224,11.775421314,18.845265136,26.920182442,49.391751489
2023-08-29,11.826809701,11.581587219,18.874989529,26.920182442,50.968584724
2023-08-30,11.760460138,11.445903352,19.142509066,26.828304686,50.976429665
2023-08-31,11.478474493,11.252069256,19.310947292,25.358260594,51.05487908
2023-09-01,11.503355579,11.494361876,19.618099353,26.277038152,54.04380178
2023-09-04,11.495061884,11.872338362,19.796445711,25.542016105,54.443893795
2023-09-05,11.619467315,12.376307011,19.261406637,24.715116303,54.208545551
2023-09-06,11.594586229,12.114630982,19.231682244,23.796338746,53.345601989
2023-09-07,,,,,
2023-09-08,11.362362757,11.852954953,18.270593539,23.061316699,52.33360454
2023-09-11,11.503355579,11.843263248,18.151695967,23.428827723,53.086718921
2023-09-12,11.370656452,12.473224059,17.943625216,24.071972013,53.047494213
2023-09-13,11.312600584,12.444148945,18.102155312,24.071972013,52.843525735
2023-09-14,11.221369934,12.230931439,17.626565025,23.70446099,55.00872958
2023-09-15,11.130139284,12.037097344,17.557208108,22.785683432,54.553722975
2023-09-18,11.105258198,11.882030067,17.78509512,23.70446099,53.910437775
2023-09-19,11.13843298,11.688195971,17.388769881,23.153194455,54.012422014
2023-09-20,11.171607761,11.76572961,17.755370727,23.153194455,54.373289322
2023-09-21,10.980852766,11.426519942,17.398678012,21.591272607,52.953354916
2023-09-22,10.881328421,11.106693684,17.388769881,20.580617294,53.345601989
2023-09-25,10.964265375,11.038851751,16.942903987,19.753717492,52.247310183
2023-09-26,10.814978857,10.941934703,16.962720249,19.294328713,51.431436271
2023-09-27,10.756922989,11.222994142,16.794282022,18.743062178,51.541265451
2023-09-28,10.765216685,11.823879838,16.992444641,18.834939934,52.325759598
2023-09-29,10.873034725,11.785113019,17.061801558,19.478084224,53.016114447
